"\Microsoft\Windows\ApplicationData\CleanupTemporaryState","N/A","Ready"
"\Microsoft\Windows\ApplicationData\DsSvcCleanup","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\AppListBackup\Backup","N/A","Ready"
"\Microsoft\Windows\AppListBackup\BackupNonMaintenance","21/09/2025 3:45:08 AM","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Autochk\Proxy","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\BitLocker\BitLocker Encrypt All Drives","N/A","Ready"
"\Microsoft\Windows\BitLocker\BitLocker MDM policy Refresh","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Bluetooth\UninstallDeviceTask","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\BrokerInfrastructure\BgTaskRegistrationMaintenanceTask","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready"
"\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready"
"\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready"
"\Microsoft\Windows\CertificateServicesClient\UserTask","N/A","Ready"
"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","N/A","Ready"
"\Microsoft\Windows\CertificateServicesClient\UserTask-Roam","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Chkdsk\ProactiveScan","N/A","Ready"
"\Microsoft\Windows\Chkdsk\SyspartRepair","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Clip\ClipESUConsumer","20/09/2025 8:39:03 AM","Ready"
"\Microsoft\Windows\Clip\ClipESUConsumer","20/09/2025 8:36:51 AM","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\CloudExperienceHost\CreateObjectTask","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\CloudRestore\Backup","25/09/2025 9:58:43 AM","Ready"
"TaskName","Next Run Time","Status"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask","19/09/2025 1:41:07 PM","Ready"
"\Microsoft\Windows\ConsentUX\UnifiedConsent\UnifiedConsentSyncTask","19/09/2025 1:25:40 PM","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Customer Experience Improvement Program\Consolidator","19/09/2025 12:00:00 AM","Ready"
"\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","18/09/2025 11:58:52 PM","Ready"
"\Microsoft\Windows\Data Integrity Scan\Data Integrity Check And Scan","18/09/2025 11:50:06 PM","Ready"
"\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan","N/A","Ready"
"\Microsoft\Windows\Data Integrity Scan\Data Integrity Scan for Crash Recovery","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Defrag\ScheduledDefrag","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Device Information\Device","19/09/2025 4:33:05 AM","Ready"
"\Microsoft\Windows\Device Information\Device","19/09/2025 4:21:42 AM","Ready"
"\Microsoft\Windows\Device Information\Device User","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready"
"\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready"
"\Microsoft\Windows\Diagnosis\RecommendedTroubleshootingScanner","N/A","Ready"
"\Microsoft\Windows\Diagnosis\Scheduled","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready"
"\Microsoft\Windows\DirectX\DirectXDatabaseUpdater","N/A","Ready"
"\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready"
"\Microsoft\Windows\DirectX\DXGIAdapterCache","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\DiskCleanup\SilentCleanup","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector","N/A","Disabled"
"\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\DiskFootprint\Diagnostics","N/A","Ready"
"\Microsoft\Windows\DiskFootprint\StorageSense","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\DUSM\dusmtask","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\EDP\EDP App Launch Task","N/A","Ready"
"\Microsoft\Windows\EDP\EDP Auth Task","N/A","Ready"
"\Microsoft\Windows\EDP\EDP Inaccessible Credentials Task","N/A","Ready"
"\Microsoft\Windows\EDP\StorageCardEncryption Task","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready"
"\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready"
"\Microsoft\Windows\ExploitGuard\ExploitGuard MDM policy Refresh","N/A","Ready"
"TaskName","Next Run Time","Status"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Feedback\Siuf\DmClient","N/A","Ready"
"\Microsoft\Windows\Feedback\Siuf\DmClientOnScenarioDownload","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\FileHistory\File History (maintenance mode)","N/A","Ready"
"TaskName","Next Run Time","Status"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\ReconcileFeatures","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataFlushing","N/A","Ready"
"\Microsoft\Windows\Flighting\FeatureConfig\UsageDataReporting","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Flighting\OneSettings\RefreshCache","19/09/2025 5:45:57 AM","Ready"
"\Microsoft\Windows\Flighting\OneSettings\RefreshCache","19/09/2025 5:24:29 AM","Ready"
"\Microsoft\Windows\Flighting\OneSettings\RefreshCache","19/09/2025 6:02:34 AM","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Input\LocalUserSyncDataAvailable","N/A","Ready"
"\Microsoft\Windows\Input\MouseSyncDataAvailable","N/A","Ready"
"\Microsoft\Windows\Input\PenSyncDataAvailable","N/A","Ready"
"\Microsoft\Windows\Input\TouchpadSyncDataAvailable","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\InstallService\ScanForUpdates","20/09/2025 10:17:35 AM","Ready"
"\Microsoft\Windows\InstallService\ScanForUpdates","20/09/2025 10:47:30 AM","Ready"
"\Microsoft\Windows\InstallService\ScanForUpdates","20/09/2025 1:42:23 PM","Ready"
"\Microsoft\Windows\InstallService\ScanForUpdatesAsUser","N/A","Ready"
"\Microsoft\Windows\InstallService\WakeUpAndContinueUpdates","N/A","Disabled"
"\Microsoft\Windows\InstallService\WakeUpAndScanForUpdates","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready"
"\Microsoft\Windows\International\Synchronize Language Settings","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready"
"\Microsoft\Windows\LanguageComponentsInstaller\Installation","N/A","Ready"
"\Microsoft\Windows\LanguageComponentsInstaller\ReconcileLanguageResources","N/A","Ready"
"TaskName","Next Run Time","Status"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Location\Notifications","N/A","Ready"
"\Microsoft\Windows\Location\WindowsActionDialog","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Maintenance\WinSAT","N/A","Ready"
"TaskName","Next Run Time","Status"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","Disabled"
"\Microsoft\Windows\Management\Autopilot\DetectHardwareChange","N/A","Disabled"
"\Microsoft\Windows\Management\Autopilot\RemediateHardwareChange","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Management\Provisioning\Cellular","N/A","Ready"
"\Microsoft\Windows\Management\Provisioning\Logon","N/A","Ready"
"\Microsoft\Windows\Management\Provisioning\Retry","N/A","Disabled"
"\Microsoft\Windows\Management\Provisioning\RunOnReboot","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Maps\MapsToastTask","N/A","Ready"
"\Microsoft\Windows\Maps\MapsUpdateTask","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents","N/A","Ready"
"\Microsoft\Windows\MemoryDiagnostic\RunFullMemoryDiagnostic","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Mobile Broadband Accounts\MNO Metadata Parser","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\MUI\LPRemove","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Multimedia\SystemSoundsService","N/A","Running"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\NetTrace\GatherNetworkInfo","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\NlaSvc\WiFiTask","N/A","Ready"
"TaskName","Next Run Time","Status"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Plug and Play\Device Install Group Policy","N/A","Ready"
"\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready"
"\Microsoft\Windows\Plug and Play\Device Install Reboot Required","N/A","Ready"
"\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Printing\EduPrintProv","N/A","Ready"
"\Microsoft\Windows\Printing\PrinterCleanupTask","1/10/2025 12:00:00 PM","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\RecoveryEnvironment\VerifyWinRE","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Registry\RegIdleBackup","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Servicing\StartComponentCleanup","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\SettingSync\BackgroundUploadTask","N/A","Ready"
"\Microsoft\Windows\SettingSync\NetworkStateChangeTask","N/A","Running"
"\Microsoft\Windows\SettingSync\NetworkStateChangeTask","N/A","Running"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\SharedPC\Account Cleanup","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Shell\CreateObjectTask","N/A","Ready"
"\Microsoft\Windows\Shell\FamilySafetyMonitor","N/A","Ready"
"\Microsoft\Windows\Shell\FamilySafetyRefreshTask","N/A","Ready"
"\Microsoft\Windows\Shell\IndexerAutomaticMaintenance","N/A","Ready"
"\Microsoft\Windows\Shell\ThemesSyncedImageDownload","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\SpacePort\SpaceAgentTask","N/A","Ready"
"\Microsoft\Windows\SpacePort\SpaceAgentTask","N/A","Ready"
"\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","Ready"
"\Microsoft\Windows\SpacePort\SpaceManagerTask","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\StateRepository\MaintenanceTasks","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization","N/A","Ready"
"\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready"
"\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready"
"\Microsoft\Windows\Subscription\EnableLicenseAcquisition","N/A","Ready"
"\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","Disabled"
"\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","Disabled"
"\Microsoft\Windows\Subscription\LicenseAcquisition","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Sysmain\HybridDriveCachePrepopulate","N/A","Disabled"
"\Microsoft\Windows\Sysmain\HybridDriveCacheRebalance","N/A","Disabled"
"\Microsoft\Windows\Sysmain\ResPriStaticDbSync","N/A","Ready"
"\Microsoft\Windows\Sysmain\WsSwapAssessmentTask","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\SystemRestore\SR","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Task Manager\Interactive","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\TextServicesFramework\MsCtfMonitor","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Time Synchronization\ForceSynchronizeTime","N/A","Ready"
"\Microsoft\Windows\Time Synchronization\SynchronizeTime","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Time Zone\SynchronizeTimeZone","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\UNP\RunUpdateNotificationMgr","N/A","Disabled"
"\Microsoft\Windows\UNP\RunUpdateNotificationMgr","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\UPnP\UPnPHostConfig","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"\Microsoft\Windows\USB\Usb-Notifications","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\WCM\WiFiTask","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\WDI\ResolutionHost","N/A","Running"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance","N/A","Ready"
"\Microsoft\Windows\Windows Defender\Windows Defender Cleanup","N/A","Ready"
"\Microsoft\Windows\Windows Defender\Windows Defender Scheduled Scan","N/A","Ready"
"\Microsoft\Windows\Windows Defender\Windows Defender Verification","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","19/09/2025 1:25:01 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","19/09/2025 1:24:51 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","19/09/2025 1:49:44 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","19/09/2025 1:42:42 AM","Ready"
"\Microsoft\Windows\Windows Error Reporting\QueueReporting","19/09/2025 1:46:03 AM","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Windows Media Sharing\UpdateLibrary","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\WindowsColorSystem\Calibration Loader","N/A","Ready"
"\Microsoft\Windows\WindowsColorSystem\Calibration Loader","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","19/09/2025 1:41:23 AM","Ready"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","19/09/2025 1:41:08 AM","Ready"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","19/09/2025 1:41:20 AM","Ready"
"\Microsoft\Windows\WindowsUpdate\Scheduled Start","19/09/2025 1:41:33 AM","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Wininet\CacheTask","N/A","Running"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\WlanSvc\CDSSync","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Work Folders\Work Folders Logon Synchronization","N/A","Ready"
"\Microsoft\Windows\Work Folders\Work Folders Maintenance Work","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\Workplace Join\Automatic-Device-Join","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Automatic-Device-Join","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Device-Sync","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Recovery-Check","N/A","Disabled"
"\Microsoft\Windows\Workplace Join\Recovery-Check","N/A","Disabled"
"TaskName","Next Run Time","Status"
"\Microsoft\Windows\WwanSvc\NotificationTask","N/A","Ready"
"\Microsoft\Windows\WwanSvc\OobeDiscovery","N/A","Ready"
"\Microsoft\Windows\WwanSvc\OobeDiscovery","N/A","Ready"
"\Microsoft\Windows\WwanSvc\OobeDiscovery","N/A","Ready"
"TaskName","Next Run Time","Status"
"\Microsoft\XblGameSave\XblGameSaveTask","N/A","Ready"
